Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Individuals using the Internet (% of population),IT.NET.USER.ZS,Afghanistan,AFG,0,..,7,8.26,11,13.5,16.8,17.6,18.4,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Albania,ALB,0,0.114097,54.3,56.9,59.6,62.4,65.4,68.5504,72.2377,79.3237,82.6137,83.1356
Individuals using the Internet (% of population),IT.NET.USER.ZS,Algeria,DZA,0,0.491706,29.5,38.2,42.9455,47.6911,49.0385,58.9776,60.6534,66.2356,71.2432,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,American Samoa,ASM,0,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Andorra,AND,0,10.5388,86.1,87.9,89.7,91.5675,..,90.7187,93.2056,93.8975,94.4855,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Angola,AGO,0,0.105046,21.3623,22,23.2,26,29,32.1294,36.6347,37.8067,39.2935,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Antigua and Barbuda,ATG,0,6.48223,67.78,70,73,76.2,79.6,83.2,86.8837,87.074,91.4123,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Argentina,ARG,0,7.03868,64.7,68.0431,70.969,74.2949,77.7,79.947,85.5144,87.1507,88.3754,89.229
Individuals using the Internet (% of population),IT.NET.USER.ZS,Armenia,ARM,0,1.30047,54.6228,59.1008,64.346,64.7449,68.2451,66.5439,76.5077,78.6123,77.0277,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Aruba,ABW,0,15.4428,83.78,88.6612,93.5425,97.17,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Australia,AUS,0.585094712,46.7561,84,84.5605,86.54,86.545,90,93.6099,94.6935,94.9886,94.8762,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Austria,AUT,0.130369377,33.7301,80.9958,83.9401,84.3237,87.9356,87.4791,87.7522,87.5294,92.5292,93.6141,95.3347
Individuals using the Internet (% of population),IT.NET.USER.ZS,Azerbaijan,AZE,0,0.147758,75,77,78.2,79,79.8,81.1,84.6,86,88,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Bahamas, The",BHS,0,8,76.92,78,80,80.6,83,90.6933,92.4437,93.7667,94.4117,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Bahrain,BHR,0,6.15373,90.5031,93.4783,98,95.8781,98.6447,99.7015,99.671,100,100,100
Individuals using the Internet (% of population),IT.NET.USER.ZS,Bangladesh,BGD,0,0.0710394,11.9,12.9,18.1,21.5,25.6,30.4,36.1091,38.9174,41.6152,44.5027
Individuals using the Internet (% of population),IT.NET.USER.ZS,Barbados,BRB,0,3.97368,71.9,72,72.2,72.3,72.4,72.6,72.6766,74.8596,76.2053,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Belarus,BLR,0,1.8604,59.0163,62.2304,71.113,74.4364,79.1299,82.7892,85.0879,86.8884,89.5073,91.5125
Individuals using the Internet (% of population),IT.NET.USER.ZS,Belgium,BEL,0.00100674,29.4317,85.0012,85.0529,86.5165,87.6797,88.6473,90.2754,91.5264,92.7887,94.0078,94.6263
Individuals using the Internet (% of population),IT.NET.USER.ZS,Belize,BLZ,0,5.96384,38.7,41.59,44.5757,47.0826,49.8,53.3,57.0987,65.0198,70.354,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Benin,BEN,0,0.225248,6,11.255,14.5,18.7,19,20.5,22.1206,30.7419,33.7602,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Bermuda,BMU,0,42.9499,96.8,98.3236,98,98.37,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Bhutan,BTN,0,0.400944,30.3,39.8,46.5,54.3,63.5,74.1794,76.8508,85.6369,86.8403,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Bolivia,BOL,0,1.44276,34.6016,37.4868,39.6975,43.8323,44.2861,47.4748,59.9401,65.9774,73.2831,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Bosnia and Herzegovina,BIH,0,1.08296,49.9177,52.6,60.2565,64.892,70.1201,69.9463,73.2118,75.6762,78.8455,83.3772
Individuals using the Internet (% of population),IT.NET.USER.ZS,Botswana,BWA,0,2.90267,36.7447,37.3121,39.363,41.4138,58,64.8263,67.4756,75.2388,77.3272,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Brazil,BRA,0,2.87069,54.551,58.328,60.8725,67.4713,70.4343,73.9124,81.3427,80.6899,80.5278,84.1506
Individuals using the Internet (% of population),IT.NET.USER.ZS,British Virgin Islands,VGB,0,..,..,..,77.7014,77.7043,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Brunei Darussalam,BRN,0,8.99628,68.77,71.2,90,94.8667,95,95,95.0503,95.6225,98.9704,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Bulgaria,BGR,0,5.37092,55.4904,56.6563,59.8255,63.4101,64.782,67.947,70.1625,75.2714,79.1269,80.3896
Individuals using the Internet (% of population),IT.NET.USER.ZS,Burkina Faso,BFA,0,0.0770802,6,6.55,7.14,7.79,8.5,9.27181,15.5971,18.114,19.9237,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Burundi,BDI,0,0.0772484,1.04239,2,2.2,2.66075,4,6.1,9.17302,10.1846,11.275,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Cabo Verde,CPV,0,1.82244,40.26,42.683,50.3228,57.1621,59.5,61.9434,69.3734,71.3752,72.1021,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Cambodia,KHM,0,0.0470226,14,6.43319,32.3985,32.9003,..,52.3059,53.6508,55.6004,56.7328,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Cameroon,CMR,0,0.25212,16.2149,18.3,20.6,23.203,29.7,36.5392,41.2264,42.5456,43.8629,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Canada,CAN,0.360999701,51.3,87.12,90,91.16,92.7014,94.64,91.9129,92.3,93.2917,94,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Cayman Islands,CYM,0,..,74.1,77,79,81.0677,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Central African Republic,CAF,0,0.0533942,2.7,2.9,3.1,4,5.1,7.50916,8.565672483,10.58263964,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Chad,TCD,0,0.0357071,2.9,3.5,5.8,6.4,7,7.6,8.34311,11.0057,12.1839,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Chile,CHL,0,16.6,61.11,76.6296,83.5586,82.3275,84.9,85.0176,87.4593,88.8045,90.6769,94.1192
Individuals using the Internet (% of population),IT.NET.USER.ZS,China,CHN,0,1.77591,47.9,50.3,53.2,54.3,59.2,64.0809,70.0528,73.0532,75.6113,77.4827
Individuals using the Internet (% of population),IT.NET.USER.ZS,Colombia,COL,0,2.20753,52.5681,55.905,58.1365,62.2599,64.1264,65.0069,69.7953,73.0284,72.7964,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Comoros,COM,0,0.271741,6.98,7.45916,7.93832,8.47817,..,16.3838,21.16321517,27.33694319,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Congo, Dem. Rep.",COD,0,0.00590211,3,3.8,10.1,8.6199,11.7,16.4812,19.8388,26.17,27.24,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Congo, Rep.",COG,0,0.0263547,7.11,7.61597,8.12195,8.65,..,..,24.8206,32.7417,36.2469,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Costa Rica,CRI,0,5.80025,53,59.763,65.8804,71.5817,73.4797,81.2026,80.5302,82.749,82.598,85.127
Individuals using the Internet (% of population),IT.NET.USER.ZS,Cote d'Ivoire,CIV,0,0.231462,10,38.44,41.2078,43.8399,37.5465,36.289,36.0166,38.7504,38.4133,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Croatia,HRV,0,6.64488,68.5679,69.845,72.6973,67.0962,75.2946,79.0798,78.3209,81.254,82.0716,83.2412
Individuals using the Internet (% of population),IT.NET.USER.ZS,Cuba,CUB,0,0.541183,29.0702,37.3051,42.9787,57.1484,62.6789,67.9708,71.1191,67.6435,73.2178,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Curacao,CUW,..,..,..,..,61.8555,68.1272,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Cyprus,CYP,0,15.2554,69.3287,71.7157,75.9002,80.7432,84.4336,86.0636,90.8019,90.7595,89.601,91.2212
Individuals using the Internet (% of population),IT.NET.USER.ZS,Czechia,CZE,0,9.78053,74.2317,75.6688,76.4812,78.7192,80.6882,80.8669,81.3389,82.6706,84.5401,85.9941
Individuals using the Internet (% of population),IT.NET.USER.ZS,Denmark,DNK,0.097277268,39.1724,95.9935,96.3305,96.9678,97.0994,97.3192,98.0464,96.5491,98.8659,97.8601,98.7756
Individuals using the Internet (% of population),IT.NET.USER.ZS,Djibouti,DJI,0,0.194501,17,22.9,30.8,55.6814,58,59.342,62.5104,64.0414,65.0322,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Dominica,DMA,0,8.81484,57.5,65,67.03,69.6197,..,73.3819,75.6567,82.3506,83.3767,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Dominican Republic,DOM,0,3.70469,49.58,54.2158,63.8709,67.5712,74.822,79.7155,81.6173,85.243,84.3832,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Ecuador,ECU,0,1.46219,45.5904,48.9404,54.0629,55.8,57.5,59.2,70.7,70.2073,69.7181,72.6943
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Egypt, Arab Rep.",EGY,0,0.641265,33.8946,37.8194,41.2481,44.9502,46.9243,57.2829,71.9142,72.056,72.1981,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,El Salvador,SLV,0,1.1774,24.7617,26.8026,28.9971,33.8207,43.8,50.4912,54.6014,58.5986,62.8885,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Equatorial Guinea,GNQ,0,0.132355,18.86,21.32,23.78,26.24,..,49.1337,55.0013,60.5587,66.8193,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Eritrea,ERI,0,0.136712,0.99,1.08373,1.17712,2.5,5.3,11.2,23.8002,25.0991,26.5942,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Estonia,EST,0,28.577,84.2415,88.4097,87.2402,88.1025,89.357,90.2289,89.0583,90.9797,91.5202,93.1834
Individuals using the Internet (% of population),IT.NET.USER.ZS,Eswatini,SWZ,0,0.926192,25,25.643,28.57,35.3,39.4,43.9,49.013,56.1988,58.2502,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Ethiopia,ETH,0,0.0152638,7.7,13.8552,15.3669,15.6,15.9,16,16.0696,16.6981,19.3781,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Faroe Islands,FRO,0,32.9164,93.3,94.2,95.1087,97.582,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Fiji,FJI,0,1.49685,37.4,42.5,49.42,65.78,68.9,77.1867,83.0267,81.9,85.2199,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Finland,FIN,0.40108767,37.2485,86.5304,86.4221,87.7036,87.4689,88.89,89.6074,92.1703,92.8081,92.9888,93.5139
Individuals using the Internet (% of population),IT.NET.USER.ZS,France,FRA,0.052777862,14.3079,83.7511,78.006,79.2698,80.5025,82.0432,83.3397,84.7064,86.0955,85.3333,86.8364
Individuals using the Internet (% of population),IT.NET.USER.ZS,French Polynesia,PYF,0,6.35706,60.68,64.5602,68.4404,72.7039,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Gabon,GAB,0,1.21614,38.0712,45.7845,48.0523,50.3201,59.6,68.6855,72.2754,73.1414,73.6951,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Gambia, The",GMB,0,0.921795,15.56,17.6,19.9,22.5,28.3,35.6,44.8133,49.6646,54.1899,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Georgia,GEO,0,0.484746,49.1025,47.5698,58.4593,59.7055,62.7179,68.8467,72.5316,76.4427,78.7113,81.8842
Individuals using the Internet (% of population),IT.NET.USER.ZS,Germany,DEU,0.125892223,30.2163,86.1937,87.5898,84.1652,84.3942,87.0371,88.1345,89.8129,91.4306,91.6298,92.4764
Individuals using the Internet (% of population),IT.NET.USER.ZS,Ghana,GHA,0,0.153615,19,23,28,37.8842,43,22.0732,62.5176,68.6,69.8405,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Gibraltar,GIB,0,19.1316,..,..,94.4445,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Greece,GRC,0,9.13884,63.2073,66.835,69.0879,69.893,72.2384,75.6712,78.1158,78.4943,83.1707,85.0102
Individuals using the Internet (% of population),IT.NET.USER.ZS,Greenland,GRL,0,31.7478,66.7,67.6004,68.5009,69.4825,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Grenada,GRD,0,4.06391,51.6,52.5,53.3,54.2,61.4,69.6122,73.2676,71.1154,79.8955,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Guam,GUM,0,16.1131,69.27,73.14,77.01,80.5055,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Guatemala,GTM,0,0.712333,23.4,28.8059,34.5093,37.9,41.5,44.401,47.5123,50.8416,54.4043,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Guinea,GIN,0,0.0954249,6.4,9.2,13.1,18.7,21.83,23.3663,29.3934,31.311,33.923,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Guinea-Bissau,GNB,0,0.230103,3.32,6.1,13.8,14.8,15.7,22.9201,28.1686,28.5397,31.567,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Guyana,GUY,0,0.6,32,34,35.66,42.7,51.1,61.1,73.1413,81.0716,85.3163,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Haiti,HTI,0,0.231271,11.4,14.2,22.8,27.2,32.4736,39.262,36.39474796,38.94501834,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Honduras,HND,0,1.20386,23,27.1395,29.5282,31.7358,36.0401,39.3884,45.2483,51.9801,59.7135,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Hong Kong SAR, China",HKG,0,27.8278,79.8663,84.9484,87.4794,89.4159,90.5074,91.7434,92.4131,93.0872,95.6136,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Hungary,HUN,0,6.99968,75.6532,72.8347,79.2594,76.7505,76.0744,80.3717,84.7712,88.6408,89.1428,91.4501
Individuals using the Internet (% of population),IT.NET.USER.ZS,Iceland,ISL,0,44.4705,98.158,98.2,98.24,98.2552,99.011,99.5049,99.5328,99.687,99.8565,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,India,IND,0,0.527532,13.5,14.9,16.5,18.2,20.0813,29.5235,43.4054,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Indonesia,IDN,0,0.925564,17.1432,22.0627,25.4474,32.3358,39.9046,47.6906,53.7265,62.1045,66.4846,69.2084
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Iran, Islamic Rep.",IRN,0,0.93419,39.3536,45.335,53.2268,64.044,70.2006,72.4509,75.5699,78.5957,81.717,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Iraq,IRQ,0,..,11.6453,15.2,19.9,49.36,33.9,44.3263,53.6778,65.0022,78.7156,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Ireland,IRL,0,17.8505,83.4917,83.4948,83.5,84.114,87.0001,87.0001,91.9999,94.456,95.5905,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Israel,ISR,0.110773866,20.8738,75.0178,77.3521,79.6531,81.5812,83.7332,86.7879,90.1273,90.2969,91.8508,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Italy,ITA,0.017544562,23.1109,55.6385,58.1417,61.3243,63.0773,74.3872,67.8507,70.4834,74.8623,85.0607,87.0278
Individuals using the Internet (% of population),IT.NET.USER.ZS,Jamaica,JAM,0,3.11578,40.4027,42.2212,44.3669,55.0721,68.2145,70.841,76.384,82.3607,85.1185,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Japan,JPN,0.020293683,29.9907,89.1068,91.058,93.1827,91.7265,88.7464,92.7304,90.2195,82.9141,84.9234,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Jordan,JOR,0,2.62328,46.2,54.22,56.15,64.5,65.2,70.0847,78.4178,86,90.5,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kazakhstan,KAZ,0,0.668594,66,70.8299,74.5877,76.4267,78.9039,81.8776,85.9426,90.924,92.2969,92.8785
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kenya,KEN,0,0.31806,16.5,16.5879,16.6,17.8271,19.5,22.6688,27.5774,38.2459,40.8137,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kiribati,KIR,0,1.78523,12.25,14.9,19.4194,25.3096,32.9864,42.9917,52.0585,54.0494,54.4214,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Korea, Dem. People's Rep.",PRK,0,0,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Korea, Rep.",KOR,0.023265092,44.7,87.5568,89.8963,92.843,95.0694,96.0229,96.1576,96.5051,97.5713,97.1686,97.416
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kosovo,XKX,..,..,..,..,..,83.8936,89.443,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kuwait,KWT,0,6.7314,78.7,82,85.6,98,99.5988,99.5427,99.1059,99.7,99.8436,99.7473
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kyrgyz Republic,KGZ,0,1.0414,28.3,30.247,40.5,50.8,62.8,64.1,72,74.6424,79.7703,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Lao PDR,LAO,0,0.111044,14.26,18.2,21.87,25.5104,36.3,47.0323,54,62,66.1548,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Latvia,LVA,0,6.31906,75.8261,79.2006,79.8421,80.1141,83.5772,86.1355,88.898,91.1796,91.0301,92.1879
Individuals using the Internet (% of population),IT.NET.USER.ZS,Lebanon,LBN,0,7.95274,73,74,76.11,78.1808,80.9,84.3,87.8607,87.8626,90.0522,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Lesotho,LSO,0,0.211806,22,25,32.4539,39,40.8,42.3017,40.4172,43.6957,47.0368,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Liberia,LBR,0,0.0177027,5.41,10,15.7,16.3,18.9,23.4826,27.4519,27.8136,30.1275,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Libya,LBY,0,0.187043,17.76,..,..,..,..,..,87.5754,84.3378,88.4281,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Liechtenstein,LIE,0,36.5152,95.21,96.6412,98.0939,99.5466,..,93.1461,94.3499,95.5694,96.8046,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Lithuania,LTU,0,6.42707,72.1335,71.3781,74.3766,77.6153,79.7226,81.5819,83.0555,86.9305,87.7242,88.5029
Individuals using the Internet (% of population),IT.NET.USER.ZS,Luxembourg,LUX,0,22.8873,94.6702,96.3767,98.1367,97.363,97.0613,97.1206,98.4596,98.6609,98.242,99.3479
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Macao SAR, China",MAC,0,13.6086,69.7809,77.6001,81.643,83.1741,83.7941,86.4679,87.4623,88.4681,89.7864,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Madagascar,MDG,0,0.196395,3.7,4.17397,4.71366,6.4,8.7,11.8314,15.8196,18.1313,20.5777,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Malawi,MWI,0,0.126781,5.83,6,6.3,7,8,14.6,22.2466,26.9325,27.6609,18
Individuals using the Internet (% of population),IT.NET.USER.ZS,Malaysia,MYS,0,21.3847,63.6654,71.0641,78.7883,80.1405,81.201,84.1871,89.555,96.7514,97.3986,97.6927
Individuals using the Internet (% of population),IT.NET.USER.ZS,Maldives,MDV,0,2.20387,49.28,54.462,59.5,65,70.9,77.4697,79.0978,85.2343,83.9119,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mali,MLI,0,0.142546,7,10.33,14,18.9,21.4,22.3111,28.3043,30.4642,33.0528,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Malta,MLT,0,13.1137,73.1141,75.96,78.0751,81.0119,81.658,85.7786,86.8588,87.4698,91.5406,91.9155
Individuals using the Internet (% of population),IT.NET.USER.ZS,Marshall Islands,MHL,0,1.53427,16.8,19.2824,29.7878,38.7012,..,..,71.2288,72.2377,73.2238,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mauritania,MRT,0,0.192031,11.8,17.6,24.1,24.2,35.1,42.3207,41.0726,43.7936,44.3616,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mauritius,MUS,0,7.28154,44.8033,50.1393,52.1913,55.4032,58.5962,61.73,67.7329,71.6,75.5,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mexico,MEX,0,5.08138,44.3857,57.431,59.5404,53.0318,56.6596,69.6321,71.4902,75.6265,78.6322,81.1832
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Micronesia, Fed. Sts.",FSM,0,3.73486,29.65,31.5011,33.3522,35.3041,36.6,38,39.3833,39.9648,40.5434,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Moldova,MDA,0,1.28285,67,69,71,49.9,50.3,57.7605,58.2153,60.4747,63.5349,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Monaco,MCO,0,42.1849,92.4,93.3633,95.2082,97.053,..,83.3397,98.5709,98.3776,98.3776,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mongolia,MNG,0,1.25565,19.9424,22.5,22.2658,23.7143,47.13,51.08,62.5,81.6068,83.9145,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Montenegro,MNE,..,..,63.8869,68.1198,69.8816,71.2723,71.5171,73.4767,77.6088,82.2197,88.2219,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Morocco,MAR,0,0.693791,56.7746,57.08,58.2712,61.7622,64.8039,84.1204,84.1204,88.1303,89.9,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mozambique,MOZ,0,0.109593,6,6.5,7,7.79633,10.9,14.6386,17.8299,19.9696,21.207,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Myanmar,MMR,0,..,7.4,10.9,16,23.6211,33.7204,48.1377,41.95429049,44.02167324,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Namibia,NAM,0,1.64474,14.84,25.6879,31.0333,36.8374,42.8,49.8,57.8608,61.1132,62.215,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nauru,NRU,0,..,..,..,..,62.3851,..,74.7379,81.6554,83.3424,82.6668,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nepal,NPL,0,0.204652,15.44,17.5816,20.7,24.3,28.6,34.8055,37.6984,41.6083,49.5609,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Netherlands,NLD,0.334386942,43.9844,91.6667,91.7241,90.411,93.1973,91.8919,93.2886,91.3333,92.053,92.5197,97.0068
Individuals using the Internet (% of population),IT.NET.USER.ZS,New Caledonia,NCL,0,13.9395,70,74.0018,..,82.0058,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,New Zealand,NZL,0,47.3796,84,85.2,86.5,87.7,89,89.8637,95.2342,95.7321,95.7299,..
